alimento,grupo,equivalencia_casera,kcal_por_100g
Refresco en polvo sin azúcar,Libres en energía,1 sobre = 1 g,500
Romero,Libres en energía,1 cucharadita = 3 g,367
Romero deshidratado,Libres en energía,1 cucharadita = 2 g,350
Romero picado,Libres en energía,1 cucharadita = 4 g,300
Sal,Libres en energía,1 cucharadita = 6 g,0
Sal de ajo,Libres en energía,1 cucharadita = 5 g,80
Sal de apio,Libres en energía,1 cucharadita = 5 g,80
Sal de potasio,Libres en energía,1 cucharadita = 5 g,0
Salsa Maggy,Libres en energía,1 cucharadita = 4 g,100
Salsa Tabasco,Libres en energía,1 cucharadita = 6 g,17
Salsa Teriyaki,Libres en energía,1 cucharadita = 5 g,100
Salsa Valentina,Libres en energía,1 cucharadita = 4 g,0
Salsa de Barbecue,Libres en energía,1 cucharada = 16 g,75
Salsa de ostión,Libres en energía,1 cucharadita = 4 g,50
Salsa de soya,Libres en energía,1 cucharadita = 5 g,60
Salsa habanera,Libres en energía,,0
Salsa inglesa,Libres en energía,1 cucharadita = 16 g,100
Salvia,Libres en energía,1 cucharadita = 1 g,300
Semilla de anís,Libres en energía,1 cucharadita = 2 g,350
Semilla de apio,Libres en energía,1 cucharadita = 2 g,400
Semilla de cardamomo,Libres en energía,1 cucharadita = 2 g,300
Semilla de cilantro,Libres en energía,1 cucharadita = 2 g,300
Semilla de eneldo,Libres en energía,1 cucharadita = 2 g,300
Semilla de mostaza,Libres en energía,1 cucharadita = 4 g,350
Sidral de dieta,Libres en energía,1 lata = 355 g,0
Sidral light,Libres en energía,1 lata = 355 g,0
Splenda,Libres en energía,1 cucharadita = 2 g,0
Squirt de dieta,Libres en energía,1 lata = 355 g,0
Squirt light,Libres en energía,1 lata = 355 g,0
Stevia,Libres en energía,1 cucharadita = 2 g,0
Tomillo,Libres en energía,1 cucharadita = 2 g,350
Trident,Libres en energía,1 pieza = 5 g,0
Té Chai,Libres en energía,1 cucharadita = 2 g,0
Té verde,Libres en energía,1 cucharadita = 2 g,0
Vainilla,Libres en energía,1 cucharadita = 5 g,160
Vainilla en trozo,Libres en energía,1 raja = 12 g,200
Vinagre,Libres en energía,1 cucharadita = 5 g,20
Vinagre balsámico,Libres en energía,1 cucharadita = 5 g,20
Vinagre blancô,Libres en energía,1 cucharadita = 5 g,20
Vinagre de caña,Libres en energía,1 cucharadita = 5 g,20
Vinagre de fruta,Libres en energía,1 cucharadita = 5 g,20
Vinagre de jeréz,Libres en energía,1 cucharadita = 5 g,20
Vinagre de manzana,Libres en energía,1 cucharadita = 5 g,20
Vinagre de sidra,Libres en energía,1 cucharadita = 5 g,20
Vinagre de vino,Libres en energía,1 cucharadita = 5 g,20
Vinagre de yema,Libres en energía,1 cucharadita = 5 g,20
Wasabe,Libres en energía,1 cucharadita = 4 g,100
Acelga cocida,Verduras,1 taza = 144 g,26
Acelga cruda,Verduras,1 taza = 49 g,22
Alcachofa mediana cocida,Verduras,1 pieza = 48 g,52
Alfalfa,Verduras,1 taza = 33 g,23
Alga Nori,Verduras,1 gramos = 1 g,200
Alga para sushi,Verduras,1 taza = 1 g,200
Apio cocido,Verduras,1 taza = 150 g,19
Apio crudo,Verduras,1 taza = 90 g,16
"Arúgula, cruda",Verduras,1 taza = 20 g,150
Berenjena cocida,Verduras,1 taza = 99 g,35
Berro crudo,Verduras,1 taza = 28 g,61
Betabel crudo,Verduras,1 pieza = 156 g,49
Betabel crudo rallado,Verduras,1 taza = 152 g,47
Bledos crudos,Verduras,1 gramos = 1 g,28
Brócoli cocido,Verduras,1 taza = 184 g,28
Brócoli crudo,Verduras,1 taza = 71 g,27
Calabacita alargada cruda,Verduras,1 pieza = 91 g,23
Calabacita redonda cruda,Verduras,1 pieza = 79 g,23
Calabaza de castilla cocida,Verduras,1 taza = 220 g,20
Calabaza zapallo cocida,Verduras,1 pieza = 220 g,40
Cebolla blanca rebanada,Verduras,1 taza = 116 g,40
Cebolla cocida,Verduras,1 taza = 212 g,43
Cebolla morada rebanada,Verduras,1 taza = 116 g,34
Cebollita de cambray sin raíz,Verduras,1 pieza = 24 g,32
Cebollita en salmuera,Verduras,1 taza = 190 g,25
Champiñón cocido entero,Verduras,1 taza = 156 g,26
Champiñón cocido rebanado,Verduras,1 taza = 140 g,26
Champiñón crudo entero,Verduras,1 taza = 93 g,22
Champiñón crudo rebanado,Verduras,1 taza = 70 g,22
Chaya,Verduras,1 taza = 49 g,32
Chayote cocido picado,Verduras,1 taza = 160 g,24
Chayote crudo,Verduras,1 pieza = 200 g,19
Chepil crudo,Verduras,1 taza = 20 g,64
Chicoria cruda,Verduras,1 taza = 40 g,20
Chilacas crudas,Verduras,1 pieza = 25 g,32
Chilacayote crudo,Verduras,1 pieza = 90 g,14
Chile ancho,Verduras,1 gramos = 1 g,333
Chile chilaca,Verduras,1 pieza = 25 g,40
Chile chipotle seco,Verduras,1 pieza = 4 g,362
Chile costeño,Verduras,1 pieza = 14 g,31
Chile cristalino,Verduras,1 pieza = 14 g,37
Chile cuaresmeño,Verduras,1 pieza = 25 g,32
Chile de arbol seco,Verduras,1 pieza = 2 g,300
Chile en escabache,Verduras,1 gramos = 1 g,15
Chile guajillo,Verduras,1 gramos = 1 g,300
Chile habanero,Verduras,1 pieza = 13 g,37
Chile jalapeño,Verduras,1 pieza = 13 g,29
Chile morita,Verduras,1 gramos = 1 g,343
Chile mulato,Verduras,1 gramos = 1 g,300
Chile nacho (lata),Verduras,1 gramos = 1 g,21
Chile pasilla,Verduras,1 gramos = 1 g,386
Chile poblano,Verduras,1 pieza = 64 g,47
Chile serrano,Verduras,1 gramos = 1 g,39
Chiles en vinagre,Verduras,1 gramos = 1 g,15
Chiles secos,Verduras,1 pieza = 7 g,329
Chícharo cocido,Verduras,1 taza = 160 g,85
Chícharo crudo con vaina,Verduras,1 taza = 56 g,79
Chícharos en vaina cocido,Verduras,1 taza = 161 g,40
Chícharos y zanahorias congelados,Verduras,1 taza = 192 g,52
Cilantro picado crudo,Verduras,1 taza = 60 g,23
Clavito (hongo) crudo,Verduras,1 taza = 71 g,39
Col cocida picada,Verduras,1 taza = 150 g,23
Col cruda picada,Verduras,1 taza = 56 g,24
Col morada cruda pciada,Verduras,1 taza = 56 g,30
Colecita de Brucelas cocida,Verduras,1 pieza = 21 g,37
Coliflor cocida,Verduras,1 taza = 125 g,22
Coliflor cruda,Verduras,1 taza = 40 g,25
Coliflor verde cocida,Verduras,1 taza = 136 g,32
Coliflor verde cruda,Verduras,1 taza = 39 g,31
Colinabo crudo,Verduras,1 pieza = 124 g,32
Corazón de alcachofa crudo,Verduras,1 pieza = 25 g,64
Corazón de lechuga crudo,Verduras,1 pieza = 124 g,10
Corazón de palmito crudo,Verduras,1 pieza = 33 g,27
Cresón cocido,Verduras,1 taza = 135 g,23
Cresón limpio crudo,Verduras,1 taza = 50 g,32
Crucetras crudas,Verduras,1 taza = 116 g,18
Cuitlacoche cocido,Verduras,1 taza = 200 g,30
Echalot,Verduras,1 pieza = 34 g,74
Edamame,Verduras,1 taza = 193 g,107
Ejotes cocidos picados,Verduras,1 taza = 126 g,35
Elotitos de cambray,Verduras,1 pieza = 8 g,41
Endivia cruda,Verduras,1 taza = 43 g,17
Espinaca cocida,Verduras,1 taza = 180 g,23
Espinaca cruda,Verduras,1 taza = 60 g,23
Espárragos,Verduras,1 pieza = 15 g,24
Flor de calabaza cocida,Verduras,1 taza = 134 g,15
Flor de calabaza cruda,Verduras,1 taza = 33 g,15
Flor de colorín cocida,Verduras,1 taza = 80 g,60
Flor de colorín cruda,Verduras,1 taza = 40 g,60
Flor de garambullo cruda,Verduras,1 taza = 40 g,38
Flor de maguey cruda,Verduras,1 taza = 40 g,35
Flor de yuca cruda,Verduras,1 taza = 33 g,38
Germen de alfalfa crudo,Verduras,1 taza = 33 g,23
Germen de lenteja crudo,Verduras,1 taza = 76 g,105
Germen de soya cocido,Verduras,1 taza = 94 g,81
Germinado de lenteja,Verduras,1 taza = 34 g,100
Haba verde,Verduras,1 pieza = 8 g,72
"Hohas de remolacha, hervidas",Verduras,1 taza = 144 g,26
Hoja de Nori (alga),Verduras,1 gramos = 1 g,200
Hojas de amaranto cocidas,Verduras,1 taza = 180 g,21
Hojas de amaranto crudas,Verduras,1 taza = 60 g,23
Hojas de chicoria crudas,Verduras,1 taza = 47 g,20
Hojas de diente de león,Verduras,1 taza = 18 g,53
Hojas de parra,Verduras,1 gramos = 1 g,91
Hojas de pata de aploma,Verduras,1 taza = 84 g,81
"Hojas de remolacha, crudas",Verduras,1 hojas = 32 g,22
Hongo portobello crudo,Verduras,1 pieza = 81 g,26
Hongo shiitake deshidratado,Verduras,1 pieza = 4 g,275
Hongos crudos,Verduras,1 taza = 63 g,27
Huauzontle,Verduras,1 taza = 80 g,60
Huitlacoche cocido,Verduras,1 taza = 200 g,30
Ibes frescos,Verduras,1 taza = 68 g,135
Jitomate,Verduras,1 pieza = 116 g,18
Jitomate bola,Verduras,1 pieza = 108 g,18
Jitomate cereza,Verduras,1 pieza = 24 g,18
Jitomate deshidratado,Verduras,1 pieza = 2 g,230
Jitomate guaje o sladet,Verduras,1 pieza = 62 g,18
Jitomatillo (militomate),Verduras,1 pieza = 22 g,35
Jitomato verde,Verduras,1 pieza = 123 g,23
Jugo de tomate,Verduras,1 taza = 244 g,17
Jugo de verduras,Verduras,1 taza = 242 g,19
Jugo de zanahorias,Verduras,1 taza = 236 g,41
Jícama picada,Verduras,1 taza = 120 g,38
Kale,Verduras,1 taza = 70 g,48
Lechuga,Verduras,1 taza = 45 g,17
Lechuga italiana,Verduras,1 taza = 70 g,17
Lechuga larga,Verduras,1 taza = 70 g,17
Lechuga orejona,Verduras,1 taza = 70 g,25
Lechuga romana,Verduras,1 taza = 70 g,14
Lechuga sangría,Verduras,1 taza = 70 g,17
Lengua de vaca,Verduras,1 gramos = 1 g,27
Lenteja germinada cocida,Verduras,1 taza = 76 g,100
Malva,Verduras,1 gramos = 1 g,40
"Mezcla de verduras congeladas, cocidas sin sal",Verduras,1 taza = 92 g,65
Morillas dshidratadas,Verduras,1 gramos = 1 g,270
Morillas frescas,Verduras,1 gramos = 1 g,27
Nabo cocido,Verduras,1 gramos = 1 g,22
Nopal cocido,Verduras,1 taza = 149 g,15
Nopal crudo,Verduras,1 pieza = 67 g,16
Nopal crudo de cambray,Verduras,1 pieza = 25 g,27
"Palmito, enlatado",Verduras,1 pieza = 33 g,91
Papaloquelite crudo,Verduras,1 taza = 54 g,22
Papilla de verduras miztas,Verduras,1 frasco = 130 g,44
Pasta de tomate,Verduras,1 cucharada = 15 g,83
Pepinillos crudos,Verduras,1 taza = 242 g,29
Pepinillos dulces,Verduras,1 cucharada = 15 g,133
Pepino con cáscara rebanado,Verduras,1 taza = 104 g,15
Perejil crudo picado,Verduras,1 taza = 60 g,37
Pimiento amarillo crudo chico,Verduras,1 pieza = 64 g,27
Pimiento cocido,Verduras,1 taza = 136 g,28
Pimiento fresco,Verduras,1 taza = 60 g,28
Pimiento morrón (lata drenada),Verduras,1 lata = 150 g,18
Pimiento rojo crudo chico,Verduras,1 pieza = 64 g,27
Pimiento verde crudo chico,Verduras,1 pieza = 64 g,27
Poro crudo,Verduras,1 taza = 128 g,66
Puerro crudo,Verduras,1 pieza = 88 g,64
Puerro hervido sin sal,Verduras,1 pieza = 124 g,31
Puré de jitomate,Verduras,1 taza = 221 g,32
Puré de tomate enlatado,Verduras,1 taza = 252 g,38
Quelite crudo,Verduras,1 gramos = 1 g,39
Romeritos crudos,Verduras,1 gramos = 1 g,36
Rábano crudo rebanado,Verduras,1 taza = 104 g,16
Salsa de chile,Verduras,1 taza = 230 g,24
Salsifí,Verduras,1 gramos = 1 g,78
Semilla de guaje verde,Verduras,1 gramos = 0 g,97
Setas cocidas,Verduras,1 taza = 156 g,27
Setas crudas,Verduras,1 gramos = 1 g,27
Tomalitos (tomiles),Verduras,1 gramos = 1 g,40
Tomate verde,Verduras,1 pieza = 17 g,24
Trigo germinado,Verduras,1 taza = 71 g,190
Verdolaga cocida,Verduras,1 taza = 115 g,18
Verdolaga cruda limpia,Verduras,1 taza = 96 g,16
"Verdura (mezcla) congelada, cocida sin sal",Verduras,1 taza = 92 g,65
Verduras de lata,Verduras,1 taza = 200 g,36
Xoconostle,Verduras,1 pieza = 24 g,25
Yemitas (hongo) crudas,Verduras,1 taza = 80 g,17
Yerbamora cruda,Verduras,1 gramos = 1 g,51
Zanahoria baby (miniatura) cruda,Verduras,1 pieza = 15 g,35
Zanahoria picada cruda,Verduras,1 taza = 128 g,41
Zanahoria rallada cruda,Verduras,1 taza = 110 g,42
lechuga francesa,Verduras,1 taza = 70 g,17
